Experience,Income,Family,CCAvg,Education,Mortgage,Securities Account,CD Account,Online,CreditCard
16.0,33,4,0.0,2,0,0,0,1,0
27.0,45,2,2.0,2,121,0,0,0,1
35.0,55,4,1.67,3,89,0,0,1,1
24.0,134,1,5.0,1,0,0,0,0,1
21.0,44,3,0.6,2,0,0,0,1,0
0.0,149,2,7.2,1,154,0,0,0,0
38.0,22,2,0.2,3,0,1,0,0,0
14.0,74,3,2.33,2,0,0,0,1,0
18.0,128,4,5.3,1,84,0,0,0,0
36.0,62,4,2.2,1,0,0,0,0,0
37.0,9,1,0.1,1,94,0,0,0,0
21.0,9,2,0.7,3,0,0,0,1,0
11.0,15,2,0.3,2,119,0,0,0,0
5.0,28,4,0.8,1,0,0,0,0,0
18.0,83,3,0.5,3,0,0,0,0,1
22.0,73,1,0.8,3,117,0,0,0,0
26.0,42,4,1.1,2,151,0,0,1,0
27.0,34,2,0.7,2,114,0,0,1,1
3.0,32,3,1.0,2,0,0,0,0,0
9.0,68,1,2.8,1,0,0,0,1,0
24.0,82,1,2.9,1,267,0,0,1,0
26.0,19,2,0.7,2,0,0,0,0,1
11.0,60,2,2.8,1,181,0,0,0,1
27.0,192,1,1.7,1,601,0,0,1,0
29.0,119,3,2.0,1,0,1,1,0,0
3.0,190,2,4.5,1,0,0,0,1,0
11.0,34,1,1.5,2,0,0,0,0,0
6.0,44,4,0.2,1,0,1,1,1,1
13.0,23,4,0.2,3,0,0,0,1,0
20.0,171,4,0.7,1,567,0,1,1,1
20.0,43,1,0.3,3,0,1,0,0,1
22.0,139,1,0.0,1,0,0,1,1,1
20.0,118,1,5.7,1,0,0,1,1,1
9.0,113,3,0.8,3,0,0,0,1,0
32.0,98,3,3.9,3,0,0,0,0,0
24.0,70,1,2.9,1,0,0,0,0,1
32.0,42,2,2.1,3,0,0,0,1,0
10.0,143,1,8.6,1,0,0,0,1,1
20.0,185,3,2.7,1,0,0,0,1,0
14.0,28,4,0.4,2,100,0,0,1,0
33.0,45,3,1.5,1,181,1,1,1,1
10.0,78,1,2.6,2,0,0,0,0,0
3.0,121,2,1.3,1,0,0,0,0,0
32.0,59,1,1.6,1,0,0,0,1,0
16.0,64,4,2.67,1,0,1,0,1,0
26.0,15,2,0.0,1,114,0,0,1,0
36.0,10,1,0.1,1,0,0,0,0,0
20.0,61,2,0.4,3,0,0,0,0,0
31.0,50,4,1.5,1,0,0,0,1,0
10.0,79,4,2.1,3,0,1,0,1,0
34.0,35,1,0.2,1,0,0,0,1,0
3.0,11,4,0.5,3,0,0,0,0,0
19.0,128,1,4.7,1,0,0,0,1,0
36.0,55,3,0.9,3,0,0,0,1,1
22.0,79,3,0.7,2,0,0,0,1,0
39.0,18,2,0.4,1,0,1,1,1,1
19.0,91,2,1.7,2,0,1,0,1,0
11.0,9,4,0.2,3,0,0,0,0,1
20.0,62,2,2.2,3,0,0,0,1,0
34.0,59,1,1.6,1,231,0,0,1,0
22.0,25,1,0.1,1,148,0,0,1,0
7.0,54,4,1.3,1,0,1,0,1,0
23.0,112,1,5.1,2,86,1,1,1,0
8.0,125,1,0.0,1,0,0,0,1,1
23.0,194,4,8.3,2,0,0,0,0,1
32.0,161,1,5.8,3,0,1,0,0,0
33.0,35,1,0.2,1,171,0,0,0,0
30.0,113,2,2.7,1,352,0,0,0,1
4.0,25,2,0.3,2,0,0,0,0,0
29.0,45,3,2.0,3,0,0,0,1,0
13.0,119,2,7.8,1,221,0,0,0,0
22.0,30,4,0.4,2,115,0,0,1,1
29.0,79,4,3.8,2,0,1,0,1,0
9.0,178,1,0.8,3,0,0,0,0,0
16.0,23,2,0.3,2,118,0,0,0,0
23.0,171,2,1.4,1,284,0,0,1,1
19.0,74,4,1.9,3,0,0,0,0,0
18.0,103,3,1.0,1,180,0,0,1,1
7.0,99,1,4.0,1,0,0,0,1,0
2.0,43,4,1.3,3,0,0,0,1,1
25.0,23,4,0.4,3,88,0,0,0,0
17.0,91,1,0.1,2,199,0,0,1,1
29.0,93,1,2.7,2,256,0,0,1,0
6.0,154,1,6.0,1,0,0,0,0,0
40.0,21,3,0.1,3,0,0,0,0,1
18.0,65,2,2.2,3,0,0,0,1,0
32.0,15,1,0.1,2,0,0,0,1,0
0.0,52,3,2.6,3,159,0,0,0,0
10.0,30,3,1.3,1,0,1,1,1,1
26.0,42,1,1.6,2,0,0,0,1,0
10.0,20,4,0.3,1,97,0,0,1,0
8.0,60,4,2.2,2,0,0,0,0,1
6.0,54,4,1.8,3,167,0,0,0,0
25.0,60,4,2.6,1,97,0,0,1,0
25.0,41,3,1.0,2,0,0,0,1,0
39.0,30,3,0.7,2,0,0,0,1,1
24.0,21,2,1.0,2,0,0,0,1,0
13.0,105,1,0.8,2,0,0,0,0,1
11.0,65,3,2.8,1,240,0,0,1,0
41.0,20,2,0.4,1,80,0,0,0,0
6.0,179,3,4.9,1,142,0,0,1,0
38.0,161,1,2.9,1,0,1,1,1,1
17.0,82,1,3.7,3,0,0,0,1,0
22.0,43,1,1.2,2,112,0,0,1,0
36.0,61,2,2.8,1,0,0,0,0,0
6.0,90,4,1.8,3,0,1,0,0,0
24.0,90,1,2.6,2,334,0,0,1,0
39.0,21,2,0.4,1,0,0,0,0,0
1.0,118,1,5.4,1,0,0,0,1,1
30.0,44,2,2.0,2,0,0,0,1,0
37.0,110,1,4.1,3,0,0,0,0,0
5.0,99,4,1.8,2,268,0,0,0,0
17.0,98,3,1.1,1,0,0,0,0,0
4.0,69,3,0.7,2,80,0,0,1,0
11.0,82,3,0.9,2,218,0,0,1,1
3.0,112,3,2.5,1,389,1,0,1,0
38.0,123,1,2.9,1,0,0,0,0,0
24.0,78,1,2.67,2,0,0,0,1,0
30.0,59,3,0.8,1,159,1,0,1,0
30.0,78,3,1.7,2,0,0,0,0,0
19.0,49,4,1.9,3,89,0,0,1,0
19.0,82,3,2.67,2,0,0,0,0,0
32.0,125,3,0.6,1,342,0,1,1,1
30.0,185,1,2.9,1,0,0,0,0,0
33.0,163,1,7.4,1,0,0,0,1,0
6.0,19,4,1.1,3,104,0,1,1,1
41.0,115,4,1.7,2,0,0,0,0,0
7.0,81,2,2.0,2,0,0,1,1,1
10.0,93,1,2.8,3,0,0,0,1,0
30.0,111,4,0.3,1,372,1,1,1,0
27.0,184,1,8.1,1,0,0,0,0,0
18.0,50,4,2.2,2,0,0,0,0,0
30.0,55,3,1.7,1,0,0,0,0,1
24.0,13,1,0.4,3,101,1,0,0,0
25.0,29,4,0.1,1,0,0,0,1,1
2.0,72,4,2.6,1,0,0,0,1,0
7.0,83,1,2.6,2,0,1,0,0,1
29.0,98,1,0.1,3,0,0,0,0,0
24.0,43,4,0.1,1,0,0,0,1,0
33.0,34,1,0.2,1,0,0,0,1,0
36.0,10,4,0.4,2,0,0,0,1,0
19.0,201,2,6.67,1,0,1,0,1,0
14.0,85,3,1.2,3,107,0,0,1,1
26.0,50,3,1.4,3,0,0,0,0,0
14.0,91,2,0.0,1,0,0,0,1,0
17.0,98,2,0.4,1,275,0,0,1,0
18.0,115,1,0.3,1,0,0,0,0,0
26.0,22,4,0.5,2,112,0,0,1,0
30.0,101,3,1.7,2,0,0,0,0,1
18.0,83,2,3.8,3,112,0,0,0,0
35.0,52,3,0.5,2,0,0,0,0,0
16.0,191,3,4.8,2,0,1,1,1,0
33.0,134,4,0.9,1,198,0,0,1,0
24.0,54,1,1.6,2,186,0,0,1,0
11.0,69,3,2.1,1,0,1,0,0,0
32.0,64,3,1.6,3,0,0,0,1,0
32.0,53,4,1.67,3,142,0,0,0,0
9.0,118,2,6.0,3,246,0,1,1,1
13.0,19,2,1.4,2,120,0,0,0,1
28.0,31,2,0.4,3,0,0,0,0,0
21.0,63,1,0.8,3,245,0,0,1,1
15.0,25,1,1.4,3,0,0,0,0,0
19.0,22,1,0.2,1,0,0,0,1,0
38.0,78,1,1.8,3,0,0,0,0,0
19.0,81,1,0.3,1,218,0,0,1,0
6.0,41,1,2.4,2,0,0,0,1,0
10.0,62,3,2.3,1,0,0,0,0,0
34.0,35,1,1.2,3,0,0,0,1,0
19.0,30,1,0.6,3,0,0,0,1,0
29.0,51,3,1.0,2,0,0,0,1,0
2.0,140,2,2.0,1,0,0,0,1,0
39.0,73,3,2.4,1,185,0,0,0,0
39.0,40,4,1.2,2,0,0,0,1,0
20.0,69,1,0.8,3,0,0,0,1,1
9.0,191,1,4.8,3,0,0,1,1,1
24.0,82,3,3.0,2,0,0,0,1,0
25.0,181,1,3.3,3,589,1,1,1,0
4.0,38,1,1.9,3,0,0,0,1,0
31.0,23,2,0.2,1,0,0,0,1,0
33.0,55,1,1.8,3,0,0,0,1,0
19.0,58,2,3.2,1,0,0,0,1,0
36.0,29,2,0.5,2,0,0,0,1,0
23.0,39,4,2.6,1,0,0,0,0,0
28.0,39,3,1.9,2,83,0,1,1,1
33.0,30,3,1.5,1,151,1,0,1,0
23.0,58,4,2.0,3,0,0,0,1,1
28.0,62,1,1.8,3,231,0,0,1,0
15.0,62,4,2.4,1,86,0,0,0,0
34.0,19,1,1.2,3,0,0,0,0,0
12.0,38,1,1.5,2,0,0,0,0,0
21.0,84,4,2.0,3,0,0,0,1,1
5.0,78,1,2.6,2,0,0,0,1,0
25.0,22,4,0.2,1,83,0,0,1,0
20.0,81,4,2.0,3,277,0,0,1,0
17.0,32,3,0.5,2,0,0,0,1,0
18.0,89,4,0.8,1,184,0,0,0,0
4.0,121,2,3.3,1,0,0,0,1,0
2.0,42,1,1.5,1,0,0,0,1,1
24.0,130,1,1.0,1,0,0,0,0,0
19.0,30,4,0.0,2,0,0,0,1,0
26.0,114,1,4.9,1,0,0,0,0,0
4.0,155,1,6.33,1,0,0,0,0,0
38.0,50,2,1.1,1,0,0,0,0,1
10.0,34,1,1.5,2,111,0,0,0,1
20.0,94,3,0.5,3,0,0,0,1,0
26.0,114,2,2.4,2,0,0,0,0,0
18.0,89,3,0.5,3,108,0,0,0,1
24.0,49,1,1.4,3,0,0,0,1,0
38.0,115,1,2.0,1,0,0,0,1,1
3.0,148,1,1.5,1,397,0,0,1,1
17.0,72,4,1.1,2,203,0,0,0,1
2.0,114,4,2.1,3,0,0,0,1,0
22.0,11,2,0.0,1,78,0,0,0,0
13.0,63,4,0.2,3,242,0,0,0,0
3.0,113,2,0.2,1,0,0,0,1,1
13.0,80,2,1.8,1,0,0,0,1,0
15.0,54,3,0.5,3,0,0,0,1,1
11.0,32,2,1.4,3,0,1,0,1,0
17.0,11,1,1.0,1,0,0,0,0,0
19.0,141,1,2.4,1,0,0,0,1,0
26.0,84,3,3.0,2,0,0,0,1,0
33.0,18,3,0.1,2,110,0,0,1,0
5.0,20,2,0.3,1,0,0,0,0,0
1.0,55,4,1.7,2,175,0,0,1,0
7.0,31,4,0.4,2,79,0,0,0,0
17.0,114,2,0.4,1,0,0,0,0,0
31.0,52,3,2.0,2,0,1,1,1,1
28.0,18,1,0.3,1,120,0,0,1,0
35.0,55,1,1.8,3,0,1,0,0,0
8.0,29,1,0.2,3,76,0,0,1,1
22.0,30,3,0.5,1,0,0,0,0,0
28.0,38,2,0.8,1,0,0,0,0,1
5.0,122,2,3.1,1,0,0,0,0,0
8.0,183,1,6.0,1,0,0,0,0,0
11.0,41,1,2.4,2,0,0,0,0,0
24.0,38,1,1.4,3,0,0,0,0,0
30.0,61,1,1.8,3,0,0,0,1,0
32.0,103,3,4.0,3,0,0,0,0,0
22.0,80,2,2.4,2,0,0,0,1,0
2.0,22,1,0.1,2,0,0,0,1,0
17.0,128,2,3.25,2,0,0,0,0,1
4.0,142,3,4.2,1,359,0,0,0,0
20.0,124,1,4.7,1,0,0,0,1,1
4.0,44,1,1.9,3,143,0,0,0,0
23.0,170,2,6.5,2,0,0,1,1,1
39.0,75,4,0.1,2,0,0,1,1,1
21.0,78,3,2.0,2,0,0,0,1,1
38.0,31,1,1.1,3,125,0,0,1,0
0.0,99,1,1.9,1,323,0,0,0,0
36.0,41,2,1.5,1,0,0,0,0,0
21.0,39,4,0.0,2,0,0,0,1,0
31.0,51,1,1.4,1,0,0,0,1,1
15.0,52,3,0.8,3,113,0,0,1,0
19.0,169,3,5.67,3,167,0,1,0,1
5.0,141,1,0.8,1,0,0,0,1,0
17.0,93,4,0.8,1,218,0,0,0,0
15.0,14,3,1.0,2,0,1,0,0,0
39.0,160,2,2.1,1,0,0,0,1,1
17.0,44,1,0.2,1,0,1,1,1,0
34.0,33,3,0.2,1,0,1,0,0,0
20.0,103,4,4.8,3,0,0,0,1,0
3.0,71,4,1.8,3,236,0,0,0,0
29.0,55,1,0.2,1,151,0,0,1,0
12.0,113,4,0.2,1,0,0,0,0,0
20.0,79,3,2.0,2,185,1,0,0,0
33.0,80,2,0.7,2,0,0,0,1,0
12.0,179,2,0.0,1,380,0,0,0,0
17.0,9,2,0.0,3,0,0,0,0,0
3.0,61,4,2.0,2,0,0,0,1,0
38.0,111,2,3.9,1,207,1,1,1,1
35.0,80,3,0.5,1,0,0,0,1,0
37.0,32,3,0.2,1,0,1,0,0,1
23.0,83,1,0.3,1,0,0,0,1,1
33.0,91,4,1.9,2,329,0,0,0,0
10.0,29,4,1.0,1,0,0,0,1,1
19.0,19,3,0.67,2,0,0,0,1,0
8.0,52,2,1.0,2,0,0,0,0,1
24.0,150,1,7.3,1,0,0,0,1,1
25.0,32,2,0.4,3,0,0,0,1,0
16.0,91,3,0.5,3,0,0,0,0,0
20.0,180,3,8.5,2,535,0,0,0,0
17.0,121,1,0.3,1,0,0,0,1,0
32.0,25,2,0.2,3,0,0,0,1,1
25.0,102,1,0.3,1,0,0,0,1,0
28.0,44,4,0.9,2,107,0,0,1,0
16.0,161,3,8.0,2,0,0,1,1,1
38.0,134,3,4.0,2,0,0,0,0,1
4.0,43,1,1.8,2,0,0,0,1,1
18.0,94,4,1.1,2,0,0,0,1,0
15.0,29,2,0.8,3,98,0,0,0,0
8.0,38,4,0.2,1,0,0,0,0,0
3.0,120,1,0.8,1,170,0,0,0,0
32.0,85,2,2.0,1,161,1,1,1,1
15.0,89,2,1.9,1,0,0,0,0,0
23.0,25,1,1.4,3,0,0,0,1,0
8.0,20,3,1.3,1,83,0,0,0,1
12.0,125,2,3.9,1,0,0,0,1,1
7.0,18,1,0.6,3,0,0,0,0,0
3.0,173,2,6.7,1,222,0,0,1,0
29.0,34,4,0.1,3,0,0,0,1,1
38.0,159,4,4.9,2,111,0,0,0,0
31.0,55,3,2.5,1,219,0,1,1,1
30.0,32,2,0.4,3,0,0,0,1,0
29.0,65,4,1.8,3,0,0,0,0,1
5.0,83,3,1.5,1,0,0,0,1,1
16.0,30,2,1.4,2,0,0,0,0,1
32.0,180,1,2.9,1,0,0,0,0,1
37.0,13,2,0.3,3,0,0,0,1,0
4.0,35,4,0.8,1,0,0,0,1,1
37.0,95,3,0.5,1,0,0,0,0,0
28.0,83,1,0.0,1,0,0,0,1,0
3.0,39,4,0.2,1,137,0,0,1,1
20.0,54,1,0.7,3,154,0,0,1,1
27.0,81,1,1.3,3,293,0,0,0,1
16.0,53,4,2.0,3,0,0,0,0,0
23.0,119,1,7.3,1,398,0,0,0,0
9.0,160,4,8.0,3,0,0,0,0,1
11.0,21,2,1.0,2,0,0,0,0,0
2.0,40,1,1.0,3,0,0,0,1,0
40.0,69,4,0.1,2,0,0,0,1,0
27.0,45,1,1.3,2,0,0,0,0,0
7.0,55,4,2.0,2,0,0,0,1,0
7.0,38,1,0.2,3,0,0,0,1,0
9.0,44,4,1.0,2,101,1,0,1,0
24.0,45,3,0.6,2,117,0,0,1,0
12.0,84,1,0.8,2,0,0,0,1,1
27.0,188,2,6.9,2,343,0,0,1,0
9.0,29,3,2.0,3,151,1,0,0,0
29.0,95,1,2.7,2,0,0,0,1,0
25.0,79,1,2.9,1,307,0,0,0,1
4.0,41,1,2.0,2,0,1,0,1,0
23.0,19,4,0.4,3,84,0,0,1,0
23.0,75,4,3.6,3,0,0,0,1,1
31.0,64,3,2.5,1,208,0,0,0,1
21.0,174,4,3.2,3,0,0,0,0,0
29.0,54,2,2.3,3,93,0,0,0,0
11.0,14,3,0.1,2,113,0,0,1,0
35.0,94,1,3.8,1,272,0,0,0,0
29.0,10,2,0.4,1,0,0,0,0,0
6.0,145,1,0.8,1,84,0,0,1,0
5.0,203,1,10.0,3,0,0,0,0,0
13.0,153,2,6.5,1,0,0,0,1,1
14.0,58,4,0.2,3,0,0,0,1,0
5.0,49,4,1.8,3,0,0,0,1,1
38.0,132,1,2.9,1,0,0,0,0,0
17.0,85,4,0.2,3,229,0,0,0,0
32.0,85,3,2.67,1,0,1,0,1,0
23.0,178,1,6.5,3,0,0,0,0,0
4.0,104,3,2.5,1,0,0,0,0,0
34.0,40,1,1.6,1,0,0,0,1,0
2.0,103,1,1.9,1,120,0,0,1,0
33.0,25,2,1.0,1,0,0,0,1,0
36.0,69,2,1.7,3,0,0,0,1,0
31.0,30,3,1.4,1,0,0,0,0,0
17.0,70,3,2.67,2,0,0,0,0,0
7.0,15,3,0.9,3,0,0,0,1,0
5.0,125,2,1.3,1,0,0,0,1,1
13.0,50,3,0.5,3,0,0,0,0,0
17.0,44,1,0.3,3,0,0,0,1,0
17.0,38,4,2.2,2,180,0,0,0,1
29.0,64,3,0.8,1,119,0,0,0,1
2.0,9,1,0.1,2,0,0,0,1,0
9.0,44,3,0.9,1,89,0,0,0,0
20.0,93,4,0.8,1,101,0,0,1,0
19.0,83,4,0.4,1,141,0,0,0,0
14.0,179,2,0.0,1,0,0,0,0,0
40.0,40,1,1.1,3,0,0,0,0,0
10.0,58,4,0.7,3,232,0,0,0,0
31.0,74,3,2.67,1,0,0,0,0,1
31.0,15,1,0.2,1,0,0,0,0,0
35.0,11,2,1.0,1,0,0,0,0,1
15.0,41,1,2.0,2,176,0,0,1,0
24.0,68,1,1.5,2,120,0,0,1,1
15.0,28,1,0.75,3,0,1,0,0,0
26.0,115,1,1.2,3,0,0,0,0,1
40.0,83,4,0.1,2,247,0,0,1,0
11.0,40,2,1.1,2,166,1,0,0,0
32.0,113,1,0.1,3,0,0,0,1,0
27.0,89,1,0.8,3,0,1,0,1,0
4.0,38,4,1.6,1,0,0,0,0,0
31.0,62,4,1.5,1,0,0,0,1,0
31.0,65,3,1.7,1,109,0,0,0,0
6.0,168,3,5.67,2,0,1,1,1,0
32.0,40,3,1.7,1,0,0,0,1,1
3.0,30,1,1.0,3,80,0,0,0,0
3.0,20,4,1.0,1,0,0,0,0,0
30.0,58,2,3.2,3,0,0,0,0,0
22.0,150,1,7.3,1,193,0,0,0,0
38.0,54,1,0.8,1,0,1,0,0,1
16.0,19,2,0.3,2,105,0,0,0,0
38.0,30,3,0.1,3,128,0,0,1,0
14.0,123,1,5.2,1,0,0,0,1,0
8.0,45,1,2.4,2,0,0,0,0,0
38.0,154,1,2.9,1,0,0,0,1,0
11.0,93,2,2.7,1,0,0,0,1,1
0.0,71,4,0.2,1,78,1,0,0,0
25.0,83,4,3.1,1,0,0,0,0,1
35.0,99,1,4.8,3,255,0,0,0,1
17.0,55,3,2.2,2,0,0,0,0,0
28.0,38,4,0.9,2,95,0,0,1,1
13.0,74,3,0.9,2,155,0,0,1,0
3.0,69,4,1.8,3,0,0,0,1,0
3.0,104,2,2.5,1,184,1,0,1,0
0.0,38,4,1.0,3,154,0,0,1,0
8.0,25,3,0.9,3,0,0,0,1,1
40.0,162,1,1.3,1,0,0,0,1,0
29.0,64,4,2.6,3,0,0,0,1,0
27.0,30,2,0.7,2,0,0,0,1,1
13.0,52,3,0.5,3,0,1,0,0,1
11.0,42,1,1.5,3,0,0,0,1,0
15.0,79,2,1.8,2,219,0,0,0,0
10.0,34,1,1.7,1,164,0,0,0,0
5.0,123,2,3.1,1,0,0,0,1,0
12.0,160,2,3.3,1,0,0,0,0,0
14.0,51,3,2.33,2,0,0,0,1,0
7.0,108,1,4.0,1,0,0,0,1,0
13.0,158,2,2.3,2,0,0,1,1,1
23.0,68,1,1.5,2,0,0,0,0,0
33.0,42,2,1.6,3,0,0,0,1,0
15.0,32,1,0.75,3,105,0,0,1,0
14.0,22,2,1.4,3,0,0,0,0,0
8.0,29,2,2.0,3,0,0,0,1,1
36.0,183,2,3.4,3,0,0,0,0,0
30.0,69,1,1.6,3,0,0,0,1,1
2.0,92,2,0.2,1,0,0,0,1,0
30.0,40,2,1.0,3,0,0,0,0,0
4.0,9,4,0.5,3,86,0,0,1,1
23.0,128,1,0.6,1,0,0,0,1,1
3.0,110,2,0.2,1,294,1,0,0,1
18.0,171,2,8.0,1,0,0,0,1,0
1.0,13,4,1.0,1,95,0,0,0,1
19.0,25,2,0.1,3,102,0,0,1,0
9.0,123,1,1.6,2,0,0,0,1,0
27.0,33,4,0.2,1,83,0,0,1,0
24.0,189,4,4.75,2,0,0,0,1,0
35.0,34,1,0.3,3,0,0,0,1,0
35.0,58,1,0.0,2,0,0,0,1,0
24.0,51,1,1.3,2,98,0,0,0,1
25.0,29,2,1.3,1,0,0,0,0,0
16.0,111,2,0.4,1,0,0,0,0,0
24.0,43,4,1.9,3,0,0,0,1,0
25.0,130,1,0.6,1,311,0,0,0,0
37.0,20,2,0.4,1,76,0,0,0,0
37.0,101,2,2.8,1,0,0,0,0,0
7.0,48,4,2.2,2,207,0,0,0,0
12.0,180,1,2.8,3,158,0,0,1,0
40.0,92,2,0.0,3,185,1,0,1,0
10.0,33,3,0.9,1,0,0,0,0,0
33.0,51,2,1.9,2,0,0,0,0,0
14.0,31,2,1.4,2,94,0,0,1,1
22.0,83,1,2.7,1,0,0,0,1,0
37.0,45,1,0.8,1,0,0,0,0,0
27.0,89,1,0.8,3,146,0,0,1,1
3.0,193,3,4.0,2,0,0,0,1,0
40.0,89,1,3.8,1,0,0,0,0,0
24.0,162,4,3.3,2,446,0,1,1,0
13.0,9,2,0.3,2,0,0,0,0,0
22.0,58,4,2.0,3,223,0,0,1,0
40.0,80,1,0.8,3,0,0,0,1,0
33.0,73,2,1.7,3,0,0,0,1,1
20.0,41,1,0.3,1,0,0,0,1,0
28.0,74,3,2.0,2,0,1,0,0,0
12.0,29,2,1.4,3,0,0,0,1,0
24.0,25,4,0.4,3,115,0,0,0,0
1.0,98,1,5.4,1,0,0,0,1,0
35.0,59,4,1.7,2,0,0,0,1,1
23.0,43,4,1.9,3,0,0,0,1,0
22.0,72,4,1.4,2,149,0,0,1,1
11.0,183,1,3.0,3,0,0,1,1,1
20.0,134,1,5.7,1,146,1,0,1,0
33.0,140,2,0.5,1,262,0,0,1,0
35.0,39,1,1.8,3,0,0,0,1,0
12.0,35,4,0.4,2,0,0,0,1,0
37.0,141,2,6.9,1,0,0,0,1,1
24.0,23,1,0.5,2,0,0,0,1,0
5.0,134,1,0.0,1,0,0,0,1,1
22.0,35,1,1.4,3,0,0,0,1,0
29.0,42,4,2.5,1,0,1,0,0,0
17.0,81,4,0.2,3,167,1,0,0,0
0.0,14,4,0.4,1,94,0,0,1,0
17.0,45,1,1.8,1,172,1,0,1,0
28.0,79,3,1.7,2,150,0,0,1,1
31.0,53,1,0.8,2,120,0,0,0,0
28.0,33,2,0.7,2,0,0,0,0,1
11.0,190,3,3.1,2,266,0,0,0,0
34.0,60,1,2.5,3,103,0,0,0,0
37.0,8,1,0.8,2,97,0,0,1,0
14.0,38,3,1.0,2,150,0,0,1,0
22.0,154,1,5.0,1,0,0,0,1,0
5.0,54,4,2.2,2,0,0,0,0,0
32.0,41,3,1.4,1,0,0,0,1,0
35.0,25,2,0.3,1,75,0,0,1,0
22.0,53,2,1.7,1,109,0,0,0,0
9.0,79,1,0.1,1,0,0,0,1,0
31.0,13,4,0.9,2,76,0,1,1,1
23.0,130,2,1.4,1,0,0,0,0,0
33.0,93,2,0.7,2,0,0,0,0,0
0.0,82,3,0.8,1,0,0,0,1,0
14.0,15,2,0.3,2,92,0,0,0,0
3.0,150,4,5.0,2,0,0,0,1,0
29.0,131,2,0.7,2,0,0,0,0,1
21.0,28,3,1.5,1,0,0,0,1,0
11.0,9,4,0.7,2,0,0,0,1,0
23.0,88,4,1.4,2,0,0,0,0,0
13.0,143,1,4.1,1,0,0,0,0,0
13.0,168,2,1.3,3,0,0,0,0,0
3.0,105,1,3.0,2,0,1,0,0,0
18.0,62,3,2.1,3,0,0,0,1,0
2.0,51,4,2.6,1,0,0,0,1,0
34.0,101,3,4.4,1,0,0,0,1,1
3.0,90,3,0.8,1,0,0,0,1,0
1.0,83,4,2.1,3,0,0,0,1,1
15.0,21,2,0.0,3,0,0,0,1,0
16.0,115,1,3.4,1,0,0,0,1,0
3.0,172,4,4.4,1,0,0,0,0,0
6.0,32,2,1.0,2,0,0,0,0,0
4.0,204,2,4.5,1,0,0,0,1,0
23.0,34,4,0.6,1,0,0,1,1,1
7.0,30,2,2.0,3,132,0,0,0,0
32.0,31,3,1.3,2,0,0,0,1,1
14.0,90,2,2.7,1,0,0,0,1,1
28.0,79,4,2.6,3,0,0,0,0,0
23.0,22,4,0.6,1,0,0,0,1,1
22.0,114,1,2.4,3,0,0,0,1,0
36.0,42,1,0.5,3,128,0,0,1,0
6.0,29,1,0.2,3,90,0,0,1,0
11.0,72,3,2.6,2,0,0,0,1,0
35.0,68,1,1.8,3,95,0,0,0,0
13.0,78,4,0.7,3,0,0,0,1,0
23.0,90,1,2.7,1,323,0,0,0,0
33.0,170,2,2.1,2,0,0,0,0,0
17.0,14,2,0.1,2,0,0,0,1,0
15.0,129,2,1.9,1,0,0,0,0,0
23.0,39,3,1.0,3,87,0,0,1,0
3.0,82,2,0.2,1,0,0,0,0,1
35.0,31,3,0.4,2,0,0,0,1,1
24.0,9,4,0.5,2,0,0,0,0,1
37.0,15,3,0.1,3,91,0,0,0,0
41.0,70,3,2.2,1,0,0,0,0,0
13.0,84,4,0.7,3,0,0,0,0,0
17.0,155,1,7.0,1,0,0,0,0,1
21.0,89,2,0.8,3,0,0,0,1,1
2.0,170,3,4.7,1,0,0,0,1,0
7.0,185,2,6.7,1,0,0,1,1,1
13.0,82,2,2.2,1,0,0,0,0,0
31.0,60,3,1.7,1,0,0,0,1,0
13.0,58,2,2.4,2,0,0,0,1,0
12.0,29,1,1.33,1,81,0,0,1,0
6.0,32,2,0.3,1,0,0,0,0,0
37.0,115,4,3.4,2,0,0,0,1,1
22.0,83,2,2.4,2,0,0,0,1,0
32.0,54,3,0.3,2,0,0,0,1,1
2.0,112,4,1.8,3,0,1,0,1,0
26.0,182,2,1.4,2,0,0,0,1,0
30.0,112,2,6.8,1,0,0,0,1,0
5.0,129,3,5.9,3,319,1,1,0,1
34.0,23,1,0.8,2,112,0,0,1,0
9.0,198,2,3.0,1,422,0,0,1,0
22.0,84,4,2.0,3,0,0,0,1,0
15.0,39,3,0.5,3,0,0,0,0,0
37.0,129,1,1.3,1,0,0,0,1,0
7.0,113,2,2.0,2,315,0,0,0,0
11.0,35,1,0.75,3,114,0,0,1,0
30.0,85,1,0.1,3,0,0,0,0,0
19.0,73,4,2.9,1,0,0,0,0,0
25.0,70,1,0.8,3,0,1,0,1,0
2.0,130,3,4.4,1,192,0,0,1,0
4.0,39,1,1.5,1,0,0,0,1,0
5.0,72,4,1.8,2,242,0,0,1,1
37.0,68,4,2.3,3,0,0,0,0,0
16.0,35,1,1.4,3,0,0,0,1,1
21.0,61,3,0.7,1,0,1,1,1,1
21.0,69,4,1.9,1,0,0,0,0,0
13.0,59,1,3.6,2,0,0,0,0,0
8.0,99,2,4.5,3,217,0,0,0,0
16.0,201,1,10.0,2,0,0,0,0,1
18.0,130,2,7.5,1,0,0,0,0,1
31.0,72,3,2.0,2,0,0,0,0,0
9.0,44,1,1.2,1,0,0,0,0,0
10.0,91,1,1.5,3,289,0,0,1,0
37.0,92,3,0.5,1,310,0,0,1,0
